,Pubmed accesion code number 1,Locus
1248,[''],MT349155
1249,[''],MT349154
1250,[''],MT349153
1251,[''],MT349152
1252,[''],MT349151
1253,[''],MT349150
1254,[''],MT349149
1255,[''],MT349148
1256,[''],MT349147
1257,[''],MT349146
1258,[''],MT349145
1259,[''],MT349144
1260,[''],MT349143
1261,[''],MT349142
1262,[''],MT349141
1263,[''],MT349140
1264,[''],MT349139
1265,[''],MT349138
1266,[''],MT349137
1267,[''],MT349136
1268,[''],MT349135
1269,[''],MT349134
1270,[''],MT349133
1271,[''],MT349132
1272,[''],MT349131
1273,[''],MT349130
1274,[''],MT349129
1275,[''],MT349128
1276,[''],MT349127
1277,[''],MT349126
1278,[''],MT349125
1279,[''],MT349124
1280,[''],MT349123
1281,[''],MT349122
1282,[''],MT349121
1283,[''],MT349120
1284,[''],MT349119
1285,[''],MT349118
1286,[''],MT349117
1287,[''],MT349116
1288,[''],MT349115
1289,[''],MT349114
1290,[''],MT349113
1291,[''],MT349112
1292,[''],MT349111
1293,[''],MT349110
1294,[''],MT349109
1295,[''],MT349108
1296,[''],MT349107
1297,[''],MT349106
1298,[''],MT349105
1299,[''],MT349104
1300,[''],MT349103
1301,[''],MT349102
1302,[''],MT349101
1303,[''],MT349100
1304,[''],MT349099
1305,[''],MT349098
1306,[''],MT349097
1307,[''],MT349096
1308,[''],MT349095
1309,[''],MT349094
1310,[''],MT349093
1311,[''],MT349092
1312,[''],MT349091
1313,[''],MT349090
1314,[''],MT349089
1315,[''],MT349088
1316,[''],MT349087
1317,[''],MT349086
1318,[''],MT349085
1319,[''],MT349084
1320,[''],MT349083
1321,[''],MT349082
1322,[''],MT349081
1323,[''],MT349080
1324,[''],MT349079
1325,[''],MT349078
1326,[''],MT349077
1327,[''],MT349076
1328,[''],MT349075
1329,[''],MT349074
1330,[''],MT349073
1331,[''],MT349072
1332,[''],MT349071
1333,[''],MT349070
1334,[''],MT349069
1335,[''],MT349068
1336,[''],MT349067
1337,[''],MT349066
1338,[''],MT349065
1339,[''],MT349064
1340,[''],MT349063
1341,[''],MT349062
1342,[''],MT349061
1343,[''],MT349060
1344,[''],MT349059
1345,[''],MT349058
1346,[''],MT349057
1347,[''],MT349056
1348,[''],MT349055
1349,[''],MT349054
1350,[''],MT349053
1351,[''],MT349052
1352,[''],MT349051
1353,[''],MT349050
1354,[''],MT349049
1355,[''],MT349048
1356,[''],MT349047
1357,[''],MT349046
1358,[''],MT349045
1359,[''],MT349044
1360,[''],MT349043
1361,[''],MT349042
1362,[''],MT349041
1363,[''],MT349040
1364,[''],MT349039
1365,[''],MT349038
1366,[''],MT349037
1367,[''],MT349036
1368,[''],MT349035
1369,[''],MT349034
1370,[''],MT349033
1371,[''],MT349032
1372,[''],MT349031
1373,[''],MT349030
1374,[''],MT349029
1375,[''],MT349028
1376,[''],MT349027
1377,[''],MT349026
1378,[''],MT349025
1379,[''],MT349024
1380,[''],MT349023
1381,[''],MT349022
1382,[''],MT349021
1383,[''],MT349020
1384,[''],MT349019
1385,[''],MT349018
1386,[''],MT349017
1387,[''],MT349016
1388,[''],MT349015
1389,[''],MT349014
1390,[''],MT349013
1391,[''],MT349012
1392,[''],MT349011
1393,[''],MT349010
1394,[''],MT349009
1395,[''],MT349008
1396,[''],MT349007
1397,[''],MT349006
1398,[''],MT349005
1399,[''],MT349004
1400,[''],MT349003
1401,[''],MT349002
1402,[''],MT349001
1403,[''],MT349000
1404,[''],MT348999
1405,[''],MT348998
1406,[''],MT348997
1407,[''],MT348996
1408,[''],MT348995
1409,[''],MT348994
1410,[''],MT348993
1411,[''],MT348992
1412,[''],MT348991
1413,[''],MT348990
1414,[''],MT348989
1415,[''],MT348988
1416,[''],MT348987
1417,[''],MT348986
1418,[''],MT348985
1419,[''],MT348984
1420,[''],MT348983
1421,[''],MT348982
1422,[''],MT348981
1423,[''],MT348980
1424,[''],MT348979
1425,[''],MT348978
1426,[''],MT348977
1427,[''],MT348976
1428,[''],MT348975
1429,[''],MT348974
1430,[''],MT348973
1431,[''],MT348972
1432,[''],MT348971
1433,[''],MT348970
1434,[''],MT348969
1435,[''],MT348968
1436,[''],MT348967
1437,[''],MT348966
1438,[''],MT348965
1439,[''],MT348964
1440,[''],MT348963
1441,[''],MT348962
1442,[''],MT348961
1443,[''],MT348960
1444,[''],MT348959
1445,[''],MT348958
1446,[''],MT348957
1447,[''],MT348956
1448,[''],MT348955
1449,[''],MT348954
1450,[''],MT348953
1451,[''],MT348952
1452,[''],MT348951
1453,[''],MT348950
1454,[''],MT348949
1455,[''],MT348948
1456,[''],MT348947
1457,[''],MT348946
1458,[''],MT348945
1459,[''],MT348944
1460,[''],MT348943
1461,[''],MT348942
1462,[''],MT348941
1463,[''],MT348940
1464,[''],MT348939
1465,[''],MT348938
1466,['33079056'],MN552441
1467,['33079056'],MN552440
1468,['33079056'],MN552439
1469,['33079056'],MN552438
1470,['33079056'],MN552437
1471,['33079056'],MN552436
1472,['33079056'],MN552435
1473,['33079056'],MN552434
1474,['33079056'],MN552433
1475,['33079056'],MN552432
1476,['33079056'],MN552431
1477,['33079056'],MN552430
1478,['33079056'],MN552429
1479,['33079056'],MN552428
1480,['33079056'],MN552427
1481,[''],MT023791
1482,[''],LC580270
1483,[''],LC580269
1484,[''],LC580268
1485,[''],LC580267
1486,[''],LC580266
1487,[''],LC580265
1488,[''],LC580264
1489,[''],LC580263
1490,[''],LC580262
1491,[''],LC580261
1492,[''],LC580260
1493,[''],LC580259
1494,[''],LC580258
1495,[''],LC580257
1496,[''],LC580256
1497,[''],LC580255
1498,[''],LC580254
1499,[''],LC580253
1500,[''],LC580252
1501,[''],LC580251
1502,[''],LC580250
1503,[''],LC580249
1504,[''],LC580248
1505,[''],LC580247
1506,[''],LC580246
1507,[''],LC580245
1508,[''],LC580244
1509,[''],LC580243
1510,[''],LC580242
1511,[''],LC580241
1512,[''],LC580240
1513,[''],LC580239
1514,[''],LC580238
1515,[''],LC580237
1516,[''],LC580236
1517,['33156857'],MT380162
1518,['33156857'],MT380161
1519,['33156857'],MT380160
1520,['33156857'],MT380159
1521,['33156857'],MT380158
1522,['33156857'],MT380157
1523,['33156857'],MT380156
1524,['33156857'],MT380155
1525,['33156857'],MT380154
1526,['33156857'],MT380153
1527,['33156857'],MT380152
1528,['33156857'],MT380151
1529,['33156857'],MT380150
1530,['33156857'],MT380149
1531,['33156857'],MT380148
1532,['33156857'],MT380147
1533,['33156857'],MT380146
1534,['32766829'],MT877211
1535,['32766829'],MT877210
1536,['32766829'],MT877209
1537,['32766829'],MT877208
1538,['32766829'],MT877207
1539,['32766829'],MT877206
1540,[''],MK061377
1541,[''],MK061376
1542,[''],MK061375
1543,[''],MK061374
1544,[''],MK061373
1545,[''],MK061372
1546,[''],MK061371
1547,[''],MK061370
1548,[''],MK061369
1549,[''],MK061368
1550,[''],MK061367
1551,[''],MK061366
1552,[''],MK061365
1553,[''],MK061364
1554,[''],MK061363
1555,[''],MT075546
1556,['32787529'],MT636922
1557,['32787529'],MT636921
1558,['32787529'],MT636920
1559,['32787529'],MT636919
1560,['32787529'],MT636918
1561,['32787529'],MT636917
1562,['32787529'],MT636916
1563,['32787529'],MT636915
1564,['32787529'],MT636914
1565,['32787529'],MT636913
1566,['32787529'],MT636912
1567,['32787529'],MT636911
1568,['32787529'],MT636910
1569,['32787529'],MT636909
1570,['32787529'],MT636908
1571,['32787529'],MT636907
1572,[''],MG591453
1573,[''],MN428501
1574,[''],MN428500
1575,[''],MN428499
1576,[''],MN428498
1577,[''],MN428497
1578,[''],MN428496
1579,[''],MN428495
1580,[''],MN428494
1581,[''],MN428493
1582,[''],MN428492
1583,[''],MN428491
1584,[''],MN428490
1585,[''],MN428489
1586,[''],MN428488
1587,[''],MN428487
1588,[''],MN428486
1589,[''],MN428485
1590,[''],MN428484
1591,[''],MN428483
1592,[''],MN428482
1593,[''],MN428481
1594,[''],MN428480
1595,[''],MN428479
1596,[''],MN428478
1597,[''],MN428477
1598,[''],MN428476
1599,[''],MN428475
1600,[''],MN428474
1601,[''],MN428473
1602,[''],MN428472
1603,[''],MN428471
1604,[''],MN428470
1605,[''],MN428469
1606,[''],MH349097
1607,['31834526'],MK040571
1608,['31834526'],MK040570
1609,['31834526'],MK040569
1610,['31834526'],MK045434
1611,['31834526'],MK045433
1612,['31834526'],MK045432
1613,['31834526'],MK045431
1614,['31834526'],MK045430
1615,['31834526'],MK045429
1616,['31834526'],MK045428
1617,['31834526'],MK045427
1618,['31834526'],MK045426
1619,['31834526'],MK045425
1620,['31834526'],MK045424
1621,['31834526'],MK045423
1622,[''],MN974224
1623,[''],MN974213
1624,[''],MN974212
1625,[''],MN974211
1626,[''],MN974210
1627,[''],MN974209
1628,[''],MN974208
1629,[''],MN974207
1630,[''],MN974206
1631,[''],MN974205
1632,[''],MN974204
1633,[''],MN974203
1634,[''],MN974223
1635,[''],MN974222
1636,[''],MN974221
1637,[''],MN974220
1638,[''],MN974219
1639,[''],MN974218
1640,[''],MN974217
1641,[''],MN974216
1642,[''],MN974215
1643,[''],MN974214
1644,[''],EF538889
1645,[''],EF538888
1646,[''],EF538884
1647,['19402989'],EU441883
1648,['19402989'],EU441882
1649,[''],EU383028
1650,[''],EU272135
1651,[''],EU272134
1652,[''],EU272133
1653,[''],EU272132
1654,['18814485'],EU131893
1655,['18205212'],EF613344
1656,['18205212'],EF613343
1657,['18205212'],EF613342
1658,['18814485'],EU119155
1659,['18814485'],EU119154
1660,['18632966'],EF555200
1661,['18632966'],EF555199
1662,['18632966'],EF555198
1663,['18632966'],EF555197
1664,['18632966'],EF555196
1665,[''],DQ515991
1666,[''],DQ515990
1667,[''],DQ515989
1668,[''],DQ515988
1669,[''],DQ515987
1670,[''],DQ515986
1671,[''],DQ515985
1672,[''],MT150100
1673,[''],MT150099
1674,[''],MT150098
1675,[''],MT150097
1676,[''],MT150096
1677,[''],MT150095
1678,[''],MT150094
1679,[''],MT150093
1680,[''],MT150092
1681,['31891726'],MN402892
1682,['31891726'],MN402891
1683,['31891726'],MN402890
1684,['31891726'],MN402889
1685,['31891726'],MN402888
1686,['31891726'],MN402887
1687,['31891726'],MN402886
1688,['31891726'],MN402885
1689,['31891726'],MN402884
1690,['31891726'],MN402883
1691,['31880218'],MK752958
1692,['31880218'],MK752957
1693,['31880218'],MK752956
1694,['31880218'],MK752955
1695,['31880218'],MK752954
1696,['31880218'],MK752953
1697,['31880218'],MK752952
1698,['31880218'],MK752951
1699,['31880218'],MK752950
1700,[''],MH500798
1701,[''],MH500797
1702,[''],MH500796
1703,[''],MH500795
1704,[''],MH500794
1705,['31848287'],MK468627
1706,['31848287'],MK468626
1707,['31848287'],MK468625
1708,['31848287'],MK468624
1709,['31848287'],MK468623
1710,['31848287'],MK468622
1711,['31848287'],MK468621
1712,['31848287'],MK468620
1713,['31848287'],MK468619
1714,['31848287'],MK468618
1715,['31848287'],MK468617
1716,['31848287'],MK468616
1717,['31848287'],MK468615
1718,['31848287'],MK468614
1719,['31848287'],MK468613
1720,['31848287'],MK468612
1721,['31848287'],MK468611
1722,['31848287'],MK468610
1723,['31848287'],MK468609
1724,['31848287'],MK468608
1725,[''],MK986662
1726,[''],MK163628
1727,['31786339'],LC500222
1728,['31786339'],LC500221
1729,['31786339'],LC500220
1730,['31786339'],LC500219
1731,['31786339'],LC500218
1732,['31786339'],LC500217
1733,['31786339'],LC500216
1734,['31786339'],LC500215
1735,[''],MH997927
1736,[''],MH997926
1737,[''],MH997925
1738,[''],MH997924
1739,[''],MH997923
1740,[''],MH986041
1741,[''],MH986040
1742,[''],MH986039
1743,[''],MH974542
1744,[''],MH974541
1745,[''],MH974540
1746,[''],MH936672
1747,[''],MH936671
1748,[''],MH599003
1749,[''],MH599002
1750,[''],MK910740
1751,[''],MK910739
1752,[''],MK910738
1753,['31618377'],MK510180
1754,['31618377'],MK510178
1755,['31618377'],MK510176
1756,['31618377'],MK510174
1757,['31618377'],MK510172
1758,['31618377'],MK510170
1759,['31618377'],MK510168
1760,['31618377'],MK510166
1761,['31618377'],MK510164
1762,['31618377'],MK510162
1763,['31618377'],MK510160
1764,['31618377'],MK510158
1765,['31618377'],MK510156
1766,['31618377'],MK510154
1767,['31618377'],MK510181
1768,['31618377'],MK510179
1769,['31618377'],MK510177
1770,['31618377'],MK510175
1771,['31618377'],MK510173
1772,['31618377'],MK510171
1773,['31618377'],MK510169
1774,['31618377'],MK510167
1775,['31618377'],MK510165
1776,['31618377'],MK510163
1777,['31618377'],MK510161
1778,['31618377'],MK510159
1779,['31618377'],MK510157
1780,['31618377'],MK510155
1781,[''],MH135275
1782,[''],MH135274
1783,[''],MH135273
1784,[''],MH135272
1785,[''],MH135271
1786,[''],MH135270
1787,[''],MH135269
1788,[''],MH135268
1789,['31387277'],MK240311
1790,['31387277'],MK240310
1791,['31387277'],MH481900
1792,['31387277'],MH481899
1793,['31387277'],MH481898
1794,['31387277'],MH481897
1795,['31387277'],MH481896
1796,['31387277'],MH481895
1797,['31387277'],MH481894
1798,['31387277'],MH481893
1799,['31387277'],MH481892
1800,['31387277'],MH481891
1801,['31387277'],MH481890
1802,['31387277'],MH481889
1803,['31387277'],MH481888
1804,['31387277'],MH481887
1805,['31387277'],MH481886
1806,['31387277'],MH481885
1807,['31387277'],MH481884
1808,['31387277'],MH481883
1809,['31387277'],MH481882
1810,['31387277'],MH481881
1811,[''],LC500574
1812,[''],LC500573
1813,[''],MK551553
1814,[''],MK551552
1815,[''],MK518340
1816,[''],MF409047
1817,[''],MF409046
1818,[''],MF409045
1819,[''],MF409044
1820,[''],MF409043
1821,[''],MF409042
1822,[''],MF409041
1823,[''],MF409040
1824,[''],MF409039
1825,[''],MF409038
1826,['31382507'],MN114346
1827,['31382507'],MN114345
1828,['31382507'],MN114344
1829,['31382507'],MN114343
1830,['31382507'],MN114342
1831,['31382507'],MN114341
1832,['31382507'],MN114340
1833,['31382507'],MN114339
1834,['31382507'],MN114338
1835,['31382507'],MN114337
1836,['31382507'],MN114336
1837,['31382507'],MN114335
1838,['31382507'],MN114334
1839,['31382507'],MN114333
1840,['31382507'],MN114332
1841,['31382507'],MN114331
1842,['31382507'],MN114330
1843,['31382507'],MN114329
1844,['31382507'],MN114328
1845,['31382507'],MN114327
1846,['31382507'],MN114326
1847,['31382507'],MN114325
1848,['31382507'],MN114324
1849,['31382507'],MN114323
1850,['31382507'],MN114322
1851,['31382507'],MN114321
1852,['31382507'],MN114320
1853,['31382507'],MN114319
1854,['31382507'],MN114318
1855,['31382507'],MN114317
1856,['31382507'],MN114316
1857,['31382507'],MN114315
1858,['31382507'],MN114314
1859,['31382507'],MN114313
1860,['31382507'],MN114312
1861,['31382507'],MN114311
1862,['31382507'],MN114310
1863,['31382507'],MN114309
1864,['31382507'],MN114308
1865,['31382507'],MN114307
1866,['31382507'],MN114306
1867,['31382507'],MN114305
1868,['31382507'],MN114304
1869,['31382507'],MN114303
1870,['31382507'],MN114302
1871,['31382507'],MN114301
1872,['31382507'],MN114300
1873,['31382507'],MN114299
1874,['31382507'],MN114298
1875,['31382507'],MN114297
1876,['31382507'],MN114296
1877,['31382507'],MN114295
1878,['31382507'],MN114294
1879,['31382507'],MN114293
1880,['31382507'],MN114292
1881,['31382507'],MN114291
1882,['31382507'],MN114290
1883,['31382507'],MN114289
1884,['31382507'],MN114288
1885,['31382507'],MN114287
1886,['31382507'],MN114286
1887,['31382507'],MN114285
1888,['31382507'],MN114284
1889,['31382507'],MN114283
1890,['31382507'],MN114282
1891,['31382507'],MN114281
1892,['31382507'],MN114280
1893,['31382507'],MN114279
1894,[''],MN102099
1895,[''],MG591452
1896,[''],MG591458
1897,[''],MG591457
1898,[''],MG591456
1899,[''],MG591455
1900,[''],MG591454
1901,[''],MH359142
1902,[''],MH359141
1903,[''],MH359140
1904,[''],MH359139
1905,['30557365'],LC411941
1906,[''],MH329304
1907,[''],MH329303
1908,[''],MH329302
1909,[''],MH329301
1910,[''],MH329300
1911,[''],MH329299
1912,[''],MH329298
1913,[''],MH329297
1914,[''],MH329296
1915,[''],MH329295
1916,[''],MH329294
1917,[''],MH329293
1918,[''],MF101874
1919,[''],MF101873
1920,[''],MF101872
1921,[''],MF101871
1922,[''],MF101870
1923,[''],MK474467
1924,[''],MK474466
1925,[''],MK474465
1926,[''],MK474464
1927,[''],MK474463
1928,[''],MK474462
1929,[''],MK474461
1930,[''],MK040430
1931,[''],MK040429
1932,[''],MK040428
1933,['30192396'],MF477847
1934,['30192396'],MF477846
1935,[''],MH670649
1936,['30729309'],MH823668
1937,['30729309'],MH823667
1938,['30729309'],MH823666
1939,['30729309'],MH823665
1940,['30729309'],MH823664
1941,['30729309'],MH823663
1942,[''],MH378413
1943,[''],MH378412
1944,[''],MH378411
1945,[''],MH378410
1946,[''],MH378409
1947,[''],MH378408
1948,[''],MH378407
1949,[''],MH378406
1950,[''],MK134713
1951,[''],MK134712
1952,[''],MK121908
1953,[''],MK121907
1954,[''],MK121906
1955,[''],MK121905
1956,[''],MK121904
1957,[''],MK121903
1958,[''],MK121902
1959,[''],MK121901
1960,[''],MK121900
1961,[''],MK121899
1962,[''],MK121898
1963,[''],MK121897
1964,[''],MK121896
1965,[''],MK121895
1966,[''],MK121894
1967,[''],MK121893
1968,[''],MK121892
1969,[''],MK121891
1970,[''],MH379105
1971,[''],MH379104
1972,[''],MH379103
1973,[''],MH379102
1974,[''],MH379101
1975,[''],MH379100
1976,[''],MH379099
1977,[''],MH379098
1978,[''],MH379097
1979,[''],MH379096
1980,['30697571'],MK120202
1981,['30697571'],MK120201
1982,['30697571'],MK120200
1983,['30697571'],MK120199
1984,['30697571'],MK120198
1985,['30697571'],MK120197
1986,['30697571'],MK120196
1987,['30697571'],MK120195
1988,['30697571'],MK120194
1989,['30697571'],MH754507
1990,[''],LC461597
1991,[''],LC461596
1992,[''],LC461595
1993,[''],LC461594
1994,[''],LC461593
1995,[''],LC461592
1996,[''],LC461591
1997,[''],LC461590
1998,[''],LC461589
1999,[''],LC461588
2000,[''],MH423811
2001,[''],MH423810
2002,[''],MH423809
2003,[''],MH423808
2004,[''],MH423807
2005,[''],MH423806
2006,[''],MH423805
2007,[''],MH423804
2008,[''],MH423803
2009,[''],MH423802
2010,[''],MH423801
2011,[''],MH423800
2012,[''],MH423799
2013,[''],MH423798
2014,[''],MH423797
2015,['30552880'],MH330396
2016,['30552880'],MH330395
2017,[''],KY649630
2018,[''],KY649629
2019,[''],KY649628
2020,[''],MH400249
2021,['30539034'],MH507158
2022,['30424530'],MK105491
2023,['30424530'],MK105490
2024,['30424530'],MK105489
2025,['30424530'],MK105488
2026,['30424530'],MK105487
2027,['30424530'],MK105486
2028,['30424530'],MK105485
2029,['30424530'],MK105484
2030,['30424530'],MK105483
2031,['30424530'],MK105482
2032,['30424530'],MK105481
2033,['30424530'],MK105480
2034,['30424530'],MK105479
2035,['30424530'],MK105478
2036,['30424530'],MK105477
2037,['30424530'],MK105476
2038,['30424530'],MK105475
2039,[''],MG882760
2040,[''],MG800831
2041,['12466484'],NC_004162
2042,[''],MG649985
2043,[''],MG649984
2044,[''],MG649983
2045,[''],MG649982
2046,[''],MG649981
2047,[''],MG649980
2048,[''],MG649979
2049,[''],MG649978
2050,[''],MG649977
2051,[''],MG649976
2052,[''],MG649975
2053,[''],MG649974
2054,[''],MG649973
2055,[''],MG649972
2056,[''],MG649971
2057,[''],MG649970
2058,[''],MG967666
2059,['30182863'],MH215581
2060,['30182863'],MH215580
2061,['30182863'],MH215579
2062,['30182863'],MH215578
2063,['30182863'],MH215577
2064,['30182863'],MH215576
2065,['30182863'],MH215575
2066,['30182863'],MH215574
2067,['30182863'],MH215573
2068,['30182863'],MH215572
2069,[''],MG137428
2070,[''],MF448553
2071,[''],MF448552
2072,[''],MF448551
2073,[''],MF448550
2074,[''],MF448549
2075,[''],MF448548
2076,[''],MF448547
2077,[''],KT324228
2078,[''],KT324227
2079,[''],KT324226
2080,[''],KT324225
2081,[''],KT324224
2082,[''],MH548369
2083,[''],MH548370
2084,[''],MH548368
2085,[''],MH548367
2086,[''],MH548366
2087,['29761765'],MG921596
2088,['29761765'],MG822708
2089,['29761765'],MG822707
2090,['29746539'],MG000876
2091,['29746539'],MG000875
2092,['29747416'],MG525033
2093,['29747416'],MG525032
2094,['29747416'],MG525031
2095,['29747416'],MG525030
2096,['29747416'],MG525029
2097,['29747416'],MG525028
2098,['29747416'],MG525027
2099,['29747416'],MG525026
2100,['29747416'],MG525025
2101,['29747416'],MG525024
2102,['29707212'],MG697282
2103,['29707212'],MG697281
2104,['29707212'],MG697280
2105,['29707212'],MG697279
2106,['29707212'],MG697278
2107,['29707212'],MG697277
2108,['29707212'],MG697276
2109,['29707212'],MG697275
2110,['29707212'],MG697274
2111,['29707212'],MG697273
2112,['29707212'],MG697272
2113,['29707212'],MG697271
2114,['29707212'],MG697270
2115,['29707212'],MG697269
2116,['29707212'],MG697268
2117,['29707212'],MG697267
2118,['29707212'],MG697266
2119,['29707212'],MG697265
2120,['29707212'],MG697264
2121,['29707212'],MG697263
2122,['29707212'],MG697262
2123,[''],MF589175
2124,[''],MF589174
2125,[''],MF589173
2126,[''],MF589172
2127,[''],MF589171
2128,[''],MF589170
2129,[''],MF589169
2130,[''],MF589168
2131,[''],MF589167
2132,[''],MF589166
2133,[''],MF589165
2134,[''],MG664851
2135,[''],MG664850
2136,[''],KX619423
2137,[''],KX619422
2138,[''],KX881784
2139,['29535302'],MF773569
2140,['29535302'],MF773568
2141,['29535302'],MF773567
2142,['29535302'],MF773566
2143,['29535302'],MF773565
2144,['29535302'],MF773564
