Unnamed: 0,Locus,Pubmed_number,pmcid
1422,KP704021,27069820,PMC4824887
1423,KP704022,27069820,PMC4824887
1424,KP704023,27069820,PMC4824887
1425,KP704024,27069820,PMC4824887
1426,KP704025,27069820,PMC4824887
1427,KP704026,27069820,PMC4824887
1428,KP704027,27069820,PMC4824887
1429,KP704028,27069820,PMC4824887
1430,KP704029,27069820,PMC4824887
1431,KP704030,27069820,PMC4824887
1432,KP704031,27069820,PMC4824887
1433,KP704032,27069820,PMC4824887
1434,KP704033,27069820,PMC4824887
1435,KP704034,27069820,PMC4824887
1436,KP704035,27069820,PMC4824887
1437,KP704036,27069820,PMC4824887
1438,KP704037,27069820,PMC4824887
1439,KP704038,27069820,PMC4824887
1440,KP704039,27069820,PMC4824887
1441,KP704040,27069820,PMC4824887
1442,KP704041,27069820,PMC4824887
1443,KP704042,27069820,PMC4824887
1444,KP704043,27069820,PMC4824887
1445,KP704044,27069820,PMC4824887
1446,KP704045,27069820,PMC4824887
1447,KP704046,27069820,PMC4824887
1448,KP704047,27069820,PMC4824887
1449,KP704048,27069820,PMC4824887
1450,KP704049,27069820,PMC4824887
1451,KP704050,27069820,PMC4824887
1452,KP704051,27069820,PMC4824887
1453,KP704052,27069820,PMC4824887
1454,KP704053,27069820,PMC4824887
1455,KP704054,27069820,PMC4824887
1456,KP704055,27069820,PMC4824887
1457,KP704056,27069820,PMC4824887
1458,KP704057,27069820,PMC4824887
1459,KP704058,27069820,PMC4824887
1460,KP704059,27069820,PMC4824887
1461,KP704060,27069820,PMC4824887
1462,KP704061,27069820,PMC4824887
1463,KP704062,27069820,PMC4824887
1464,KP704063,27069820,PMC4824887
1465,KP704064,27069820,PMC4824887
1466,KP704065,27069820,PMC4824887
1467,KP704066,27069820,PMC4824887
1468,KP704067,27069820,PMC4824887
1469,KP704068,27069820,PMC4824887
1470,KP704069,27069820,PMC4824887
1471,KP704070,27069820,PMC4824887
1472,KP704071,27069820,PMC4824887
1473,KP704072,27069820,PMC4824887
1474,KP704073,27069820,PMC4824887
1475,KP704074,27069820,PMC4824887
1476,KP704075,27069820,PMC4824887
1477,KP704076,27069820,PMC4824887
1478,KP704077,27069820,PMC4824887
1479,KP704078,27069820,PMC4824887
1480,KP704079,27069820,PMC4824887
1481,KP704080,27069820,PMC4824887
1482,KP704081,27069820,PMC4824887
1483,KP704082,27069820,PMC4824887
1484,KP704083,27069820,PMC4824887
1485,KP704084,27069820,PMC4824887
1486,KP704085,27069820,PMC4824887
1487,KP704086,27069820,PMC4824887
1488,KP704087,27069820,PMC4824887
1489,KP704088,27069820,PMC4824887
1490,KP704089,27069820,PMC4824887
1491,KP704090,27069820,PMC4824887
1492,KP704091,27069820,PMC4824887
1493,KP704092,27069820,PMC4824887
1494,KP704093,27069820,PMC4824887
1495,KP704094,27069820,PMC4824887
1496,KP704095,27069820,PMC4824887
1497,KP704096,27069820,PMC4824887
1498,KP704097,27069820,PMC4824887
1499,KP704098,27069820,PMC4824887
1500,KP704099,27069820,PMC4824887
1501,KP704100,27069820,PMC4824887
1502,KP704101,27069820,PMC4824887
1503,KP704102,27069820,PMC4824887
1504,KP704103,27069820,PMC4824887
1505,KP704104,27069820,PMC4824887
1506,KP704105,27069820,PMC4824887
1507,KP704106,27069820,PMC4824887
1508,KP704107,27069820,PMC4824887
1509,KP704108,27069820,PMC4824887
1510,KP704109,27069820,PMC4824887
1511,KP704110,27069820,PMC4824887
1512,KP704111,27069820,PMC4824887
1513,KP704112,27069820,PMC4824887
1514,KP704113,27069820,PMC4824887
1515,KP704114,27069820,PMC4824887
1516,KP704115,27069820,PMC4824887
1517,KP704116,27069820,PMC4824887
1518,KP704117,27069820,PMC4824887
1519,KP704118,27069820,PMC4824887
1520,KP704119,27069820,PMC4824887
1521,KP704120,27069820,PMC4824887
1522,KP704121,27069820,PMC4824887
1523,KP704122,27069820,PMC4824887
1524,KP704123,27069820,PMC4824887
1525,KP704124,27069820,PMC4824887
1526,KP704125,27069820,PMC4824887
1527,KP704126,27069820,PMC4824887
1528,KP704127,27069820,PMC4824887
1529,KP704128,27069820,PMC4824887
1530,KP704129,27069820,PMC4824887
1531,KP704130,27069820,PMC4824887
1532,KP704131,27069820,PMC4824887
1533,KP704132,27069820,PMC4824887
1534,KP704133,27069820,PMC4824887
1535,KP704134,27069820,PMC4824887
1536,KP704135,27069820,PMC4824887
1537,KP704136,27069820,PMC4824887
1538,KP704137,27069820,PMC4824887
1539,KP704138,27069820,PMC4824887
1540,KP704139,27069820,PMC4824887
1541,KP704140,27069820,PMC4824887
1542,KP704141,27069820,PMC4824887
1543,KP704142,27069820,PMC4824887
1544,KP704143,27069820,PMC4824887
1545,KP704144,27069820,PMC4824887
1546,KP704145,27069820,PMC4824887
1547,KP704146,27069820,PMC4824887
1548,KP704147,27069820,PMC4824887
1549,KP704148,27069820,PMC4824887
1550,KP704149,27069820,PMC4824887
1551,KP704150,27069820,PMC4824887
1552,KP704151,27069820,PMC4824887
1553,KP704152,27069820,PMC4824887
1554,KP704153,27069820,PMC4824887
1555,KP704154,27069820,PMC4824887
1556,KP704155,27069820,PMC4824887
1557,KP704156,27069820,PMC4824887
1558,KP704157,27069820,PMC4824887
1559,KP704158,27069820,PMC4824887
1560,KP704159,27069820,PMC4824887
1561,KP704160,27069820,PMC4824887
1562,KP704161,27069820,PMC4824887
1563,KP704162,27069820,PMC4824887
1564,KP704163,27069820,PMC4824887
1565,KP704164,27069820,PMC4824887
1566,KP704165,27069820,PMC4824887
1567,KP704166,27069820,PMC4824887
1568,KP704167,27069820,PMC4824887
1569,KP704168,27069820,PMC4824887
1570,KP704169,27069820,PMC4824887
1571,KP704170,27069820,PMC4824887
1572,KP704171,27069820,PMC4824887
1573,KP704172,27069820,PMC4824887
1574,KP704173,27069820,PMC4824887
1575,KP704174,27069820,PMC4824887
1576,KP704175,27069820,PMC4824887
1577,KP704176,27069820,PMC4824887
1578,KP704177,27069820,PMC4824887
1579,KP704178,27069820,PMC4824887
1580,KP704179,27069820,PMC4824887
1581,KP704180,27069820,PMC4824887
1582,KP704181,27069820,PMC4824887
1583,KP704182,27069820,PMC4824887
1584,KP704183,27069820,PMC4824887
1585,KP704184,27069820,PMC4824887
1586,KP704185,27069820,PMC4824887
1587,KP704186,27069820,PMC4824887
1588,KP704187,27069820,PMC4824887
1589,KP704188,27069820,PMC4824887
1590,KP704189,27069820,PMC4824887
1591,KP704190,27069820,PMC4824887
1592,KP704191,27069820,PMC4824887
1593,KP704192,27069820,PMC4824887
1594,KP704193,27069820,PMC4824887
1595,KP704194,27069820,PMC4824887
1596,KP704195,27069820,PMC4824887
1597,KP704196,27069820,PMC4824887
1598,KP704197,27069820,PMC4824887
1599,KP704198,27069820,PMC4824887
1600,KP704199,27069820,PMC4824887
1601,KP704200,27069820,PMC4824887
1602,KP704201,27069820,PMC4824887
1603,KP704202,27069820,PMC4824887
1604,KP704203,27069820,PMC4824887
1605,KP704204,27069820,PMC4824887
1606,KP704205,27069820,PMC4824887
1607,KP704206,27069820,PMC4824887
1608,KP704207,27069820,PMC4824887
1609,KP704208,27069820,PMC4824887
1610,KP704209,27069820,PMC4824887
1611,KP704210,27069820,PMC4824887
1612,KP704211,27069820,PMC4824887
1613,KP704212,27069820,PMC4824887
1614,KP704213,27069820,PMC4824887
1615,KP704214,27069820,PMC4824887
1616,KP704215,27069820,PMC4824887
1617,KP704216,27069820,PMC4824887
1618,KP704217,27069820,PMC4824887
1619,KP710879,26784852,PMC4727432
1620,KP710880,26784852,PMC4727432
1624,KP742343,26784852,PMC4727432
1637,KR011349,26868382,PMC4751306
1647,KT186264,27172387,
1648,KT186265,27172387,
1649,KT186266,27172387,
1650,KT186267,27172387,
1651,KT186268,27172387,
1652,KT186269,27172387,
1653,KT186270,27172387,
1654,KT186271,27172387,
1655,KT204459,28575000,PMC5456069
1656,KT204464,28575000,PMC5456069
1692,KT794007,26841048,PMC4750455
1709,KU513441,27267473,PMC4895951
1710,KU513442,27267473,PMC4895951
1713,KU529755,27215933,PMC4984957
1714,KU529756,27215933,PMC4984957
1715,KU529757,27215933,PMC4984957
1716,KU529758,27215933,PMC4984957
1745,KX147336,28098525,PMC5324807
1746,KX224297,27316694,PMC4912763
1747,KX224298,27316694,PMC4912763
1748,KX224299,27316694,PMC4912763
1749,KX224300,27316694,PMC4912763
1750,KX224301,27316694,PMC4912763
1751,KX224302,27316694,PMC4912763
1752,KX224303,27316694,PMC4912763
1753,KX224304,27316694,PMC4912763
1754,KX224305,27316694,PMC4912763
1755,KX224306,27316694,PMC4912763
1756,KX224307,27316694,PMC4912763
1757,KX224308,27316694,PMC4912763
1758,KX224309,27316694,PMC4912763
1759,KX224310,27316694,PMC4912763
1760,KX224311,27316694,PMC4912763
1761,KX224312,27316694,PMC4912763
1769,KX357895,28414004,PMC9203345
1770,KX357896,28414004,PMC9203345
1771,KX357897,28414004,PMC9203345
1772,KX357898,28414004,PMC9203345
1773,KX357899,28414004,PMC9203345
1774,KX646389,28600724,
1775,KX646390,28600724,
1776,KX646391,28600724,
1778,KX901657,30157270,PMC6114916
1779,KX901658,30157270,PMC6114916
1780,KX901659,30157270,PMC6114916
1781,KX901660,30157270,PMC6114916
1782,KX901661,30157270,PMC6114916
1830,KY451945,28767984,PMC5530551
1846,KY709195,29056517,
1847,KY709196,29056517,
1848,KY849762,29377886,PMC5805359
1961,KY887632,30157270,PMC6114916
1962,KY887633,30157270,PMC6114916
1963,KY887634,30157270,PMC6114916
1964,KY887635,30157270,PMC6114916
1965,KY887636,30157270,PMC6114916
1966,KY887637,30157270,PMC6114916
2027,DENSTRA,3022479,
2027,DENSTRA,3039728,
2039,MG053162,29470509,PMC5823370
2040,MG053163,29470509,PMC5823370
2041,MG053164,29470509,PMC5823370
2042,MG053165,29470509,PMC5823370
2043,MG053166,29470509,PMC5823370
2044,MG053167,29470509,PMC5823370
2045,MG053168,29470509,PMC5823370
2046,MG053169,29470509,PMC5823370
2047,MG053170,29470509,PMC5823370
2048,MG053171,29470509,PMC5823370
2049,MG053172,29470509,PMC5823370
2050,MG053173,29470509,PMC5823370
2055,MG272272,29470509,PMC5823370
2056,MG272273,29470509,PMC5823370
2057,MG272274,29470509,PMC5823370
2187,MH010604,30023351,PMC6039557
2189,MH173174,30113689,PMC6118167
2190,MH173175,30113689,PMC6118167
2195,MH178418,30113689,PMC6118167
2196,MH178419,30113689,PMC6118167
2233,MH594950,30366083,
2234,MH594951,30366083,
2235,MH594952,30366083,
2236,MH594953,30366083,
2237,MH594954,30366083,
2238,MH594955,30366083,
2239,MH594956,30366083,
2240,MH594957,30366083,
2241,MH594958,30366083,
2262,MK034360,30783772,
2398,MK780889,31415663,PMC6695175
2399,MK780890,31415663,PMC6695175
2400,MK780891,31415663,PMC6695175
2401,MK780892,31415663,PMC6695175
2402,MK780893,31415663,PMC6695175
2403,MK780894,31415663,PMC6695175
2404,MK780895,31415663,PMC6695175
2405,MK780896,31415663,PMC6695175
2406,MK780897,31415663,PMC6695175
2407,MK780898,31415663,PMC6695175
2408,MK780899,31415663,PMC6695175
2409,MK780900,31415663,PMC6695175
2410,MK780901,31415663,PMC6695175
2411,MK780902,31415663,PMC6695175
2412,MK780903,31415663,PMC6695175
2448,MN083242,32145478,
2449,MN083243,32145478,
2450,MN083244,32145478,
2495,MN527286,32512828,PMC7350330
2531,MT122852,32899416,PMC7557816
2532,MT122853,32899416,PMC7557816
2533,MT122854,32899416,PMC7557816
2534,MT122855,32899416,PMC7557816
2535,MT122856,32899416,PMC7557816
2536,MT122857,32899416,PMC7557816
2537,MT122858,32899416,PMC7557816
2538,MT122859,32899416,PMC7557816
2539,MT122860,32899416,PMC7557816
2540,MT122861,32899416,PMC7557816
2541,MT122862,32899416,PMC7557816
2542,MT122863,32899416,PMC7557816
2543,MT122864,32899416,PMC7557816
2544,MT122865,32899416,PMC7557816
2545,MT122866,32899416,PMC7557816
2546,MT122867,32899416,PMC7557816
2547,MT122868,32899416,PMC7557816
2548,MT122869,32899416,PMC7557816
2549,MT122870,32899416,PMC7557816
2550,MT122871,32899416,PMC7557816
2551,MT122872,32899416,PMC7557816
2552,MT122873,32899416,PMC7557816
2553,MT122874,32899416,PMC7557816
2554,MT122875,32899416,PMC7557816
2555,MT122876,32899416,PMC7557816
2556,MT122877,32899416,PMC7557816
2557,MT122878,32899416,PMC7557816
2558,MT122879,32899416,PMC7557816
2559,MT122880,32899416,PMC7557816
2560,MT122881,32899416,PMC7557816
2561,MT122882,32899416,PMC7557816
2562,MT122883,32899416,PMC7557816
2563,MT122884,32899416,PMC7557816
2564,MT122885,32899416,PMC7557816
2565,MT122886,32899416,PMC7557816
2566,MT122887,32899416,PMC7557816
2567,MT122888,32899416,PMC7557816
2568,MT122889,32899416,PMC7557816
2569,MT122890,32899416,PMC7557816
2570,MT122891,32899416,PMC7557816
2571,MT122892,32899416,PMC7557816
2572,MT122893,32899416,PMC7557816
2573,MT122894,32899416,PMC7557816
2574,MT122895,32899416,PMC7557816
2575,MT122896,32899416,PMC7557816
2596,MT377735,32825262,PMC7551817
2597,MT377736,32825262,PMC7551817
2598,MT377737,32825262,PMC7551817
2599,MT377738,32825262,PMC7551817
2600,MT377739,32825262,PMC7551817
2601,MT377740,32825262,PMC7551817
2602,MT377741,32825262,PMC7551817
2603,MT377742,32825262,PMC7551817
2604,MT377743,32825262,PMC7551817
2605,MT377744,32825262,PMC7551817
2606,MT377745,32825262,PMC7551817
2607,MT377746,32825262,PMC7551817
2608,MT377747,32825262,PMC7551817
2609,MT377748,32825262,PMC7551817
2610,MT377749,32825262,PMC7551817
2671,MW192825,34082088,
2680,MW362805,33774189,
2681,MW362806,33774189,
2902,MW648236,34411743,
2903,MW648237,34411743,
2904,MW648238,34411743,
2905,MW648239,34411743,
2906,MW648240,34411743,
2915,MW788988,34208667,PMC8235066
2916,MW788989,34208667,PMC8235066
2917,MW788990,34208667,PMC8235066
2918,MW788991,34208667,PMC8235066
2919,MW788992,34208667,PMC8235066
2920,MW788993,34208667,PMC8235066
2921,MW788994,34208667,PMC8235066
2922,MW788995,34208667,PMC8235066
2923,MW788996,34208667,PMC8235066
2924,MW788997,34208667,PMC8235066
2925,MW788998,34208667,PMC8235066
2926,MW788999,34208667,PMC8235066
2927,MW789000,34208667,PMC8235066
2928,MW789001,34208667,PMC8235066
2929,MW789002,34208667,PMC8235066
2930,MW789003,34208667,PMC8235066
2931,MW789004,34208667,PMC8235066
2932,MW789005,34208667,PMC8235066
2933,MW789006,34208667,PMC8235066
2934,MW789007,34208667,PMC8235066
3251,MZ188897,26426773,
3252,MZ188898,26426773,
3253,MZ188899,26426773,
3254,MZ188900,26426773,
3256,MZ310554,34428547,
3257,MZ310555,34428547,
3258,MZ310556,34428547,
3259,MZ310557,34428547,
3260,MZ310558,34428547,
3261,MZ310559,34428547,
3262,MZ310560,34428547,
3263,MZ310561,34428547,
3264,MZ310562,34428547,
3269,MZ505611,34696340,PMC8539074
3270,MZ505612,34696340,PMC8539074
3271,MZ505613,34696340,PMC8539074
3272,MZ505614,34696340,PMC8539074
3273,MZ505615,34696340,PMC8539074
3274,MZ636822,34564546,PMC8482112
3275,MZ636823,34564546,PMC8482112
3276,MZ636824,34564546,PMC8482112
3277,MZ636825,34564546,PMC8482112
3278,MZ636826,34564546,PMC8482112
3279,MZ636827,34564546,PMC8482112
3280,MZ636828,34564546,PMC8482112
3281,MZ636829,34564546,PMC8482112
3282,MZ636830,34564546,PMC8482112
3283,MZ636831,34564546,PMC8482112
3284,MZ636832,34564546,PMC8482112
3285,MZ636833,34564546,PMC8482112
3286,MZ636834,34564546,PMC8482112
3309,OK605599,34610295,PMC8595868
3310,OK605767,34931940,PMC8745371
3311,OK605768,34931940,PMC8745371
3312,OK605769,34931940,PMC8745371
3313,OK605770,34931940,PMC8745371
3314,OK605771,34931940,PMC8745371
3315,OL314735,36266496,PMC9584228
3316,OL314736,36266496,PMC9584228
3317,OL314737,36266496,PMC9584228
3318,OL314738,36266496,PMC9584228
3319,OL314739,36266496,PMC9584228
3320,OL314740,36266496,PMC9584228
3321,OL314741,36266496,PMC9584228
3322,OL314742,36266496,PMC9584228
3323,OL314743,36266496,PMC9584228
3324,OL314744,36266496,PMC9584228
3325,OL314745,36266496,PMC9584228
3326,OL314746,36266496,PMC9584228
3327,OL314747,36266496,PMC9584228
3343,OM641997,35779208,PMC9433511
3679,OQ567848,37376575,PMC10304136
3680,OQ567849,37376575,PMC10304136
3681,OQ567850,37376575,PMC10304136
3682,OQ567851,37376575,PMC10304136
3683,OQ567852,37376575,PMC10304136
3684,OQ567853,37376575,PMC10304136
3685,OQ567854,37376575,PMC10304136
3686,OQ567855,37376575,PMC10304136
3687,OQ567856,37376575,PMC10304136
3688,OQ567857,37376575,PMC10304136
3689,OQ567858,37376575,PMC10304136
3690,OQ567859,37376575,PMC10304136
3691,OQ567860,37376575,PMC10304136
3692,OQ567861,37376575,PMC10304136
3693,OQ567862,37376575,PMC10304136
3694,OQ567863,37376575,PMC10304136
3695,OQ567864,37376575,PMC10304136
3696,OQ567865,37376575,PMC10304136
3697,OQ567866,37376575,PMC10304136
3698,OQ567867,37376575,PMC10304136
3699,OQ567868,37376575,PMC10304136
3700,OQ567869,37376575,PMC10304136
3701,OQ567870,37376575,PMC10304136
3702,OQ567871,37376575,PMC10304136
3703,OQ567872,37376575,PMC10304136
3704,OQ579504,37243165,PMC10223597
3705,OQ579505,37243165,PMC10223597
3706,OQ579506,37243165,PMC10223597
3707,OQ579507,37243165,PMC10223597
3708,OQ579508,37243165,PMC10223597
3709,OQ579509,37243165,PMC10223597
3710,OQ579510,37243165,PMC10223597
3711,OQ579511,37243165,PMC10223597
3712,OQ579512,37243165,PMC10223597
3713,OQ579513,37243165,PMC10223597
3714,OQ579514,37243165,PMC10223597
3715,OQ579515,37243165,PMC10223597
3716,OQ579516,37243165,PMC10223597
3717,OQ579517,37243165,PMC10223597
3718,OQ579518,37243165,PMC10223597
3719,OQ579519,37243165,PMC10223597
3720,OQ579520,37243165,PMC10223597
3721,OQ579521,37243165,PMC10223597
3722,OQ579522,37243165,PMC10223597
3723,OQ579523,37243165,PMC10223597
3724,OQ579524,37243165,PMC10223597
3725,OQ579525,37243165,PMC10223597
3726,OQ579526,37243165,PMC10223597
3727,OQ579527,37243165,PMC10223597
3728,OQ579528,37243165,PMC10223597
3729,OQ579529,37243165,PMC10223597
3730,OQ579530,37243165,PMC10223597
3731,OQ579531,37243165,PMC10223597
3732,OQ579532,37243165,PMC10223597
3733,OQ579533,37243165,PMC10223597
3734,OQ579534,37243165,PMC10223597
3735,OQ579535,37243165,PMC10223597
3736,OQ579536,37243165,PMC10223597
3737,OQ579537,37243165,PMC10223597
3738,OQ579538,37243165,PMC10223597
3739,OQ579539,37243165,PMC10223597
3740,OQ579540,37243165,PMC10223597
3741,OQ579541,37243165,PMC10223597
3742,OQ579542,37243165,PMC10223597
3743,OQ579543,37243165,PMC10223597
3744,OQ579544,37243165,PMC10223597
3745,OQ579545,37243165,PMC10223597
3746,OQ579546,37243165,PMC10223597
3747,OQ579547,37243165,PMC10223597
3748,OQ579548,37243165,PMC10223597
3749,OQ579549,37243165,PMC10223597
3750,OQ579550,37243165,PMC10223597
3751,OQ579551,37243165,PMC10223597
3752,OQ579552,37243165,PMC10223597
3755,OQ678015,35238677,PMC8931249
3889,S66064,8411360,PMC238094
3890,DVU09483,8240006,
3891,DVU18425,9292015,
3892,DVU18426,9292015,
3893,DVU18427,9292015,
3894,DVU18428,9292015,
3895,DVU18429,9292015,
3896,DVU18430,9292015,
3897,DVU18431,9292015,
3898,DVU18432,9292015,
3899,DVU18433,9292015,
3900,DVU18434,9292015,
3901,DVU18435,9292015,
3902,DVU18436,9292015,
3903,DVU18437,9292015,
3904,DVU18438,9292015,
3905,DVU18439,9292015,
3906,DVU18440,9292015,
3907,DVU18441,9292015,
3908,DVU18442,9292015,
